Cell type	c01_Malignant	c02_Malignant	c03_Malignant	c04_Malignant	c05_Malignant	c06_Fibroblast	c07_Fibroblast	c08_Fibroblast	c09_Fibroblast	c_10Macrophage	c11_Macrophage	c12_Macrophage	c13_Macrophage	c14_DC	c15_DC	c16_B cells	c17_T cells	c18_Erythrocytes
APPBP2	0	1.446744199	0.649518776	0.779519283	1.112095049	1.221049971	0.373765711	0.859655668	1.168595678	0.262637665	0.112583003	0.169644017	0.142181215	0	0.377319603	0.349950365	0.265767425	0.115595533
PPM1D	0	0.412987729	0.235905362	0.720895296	0.511985014	0.299597566	0.163622269	0.335499974	0.344913082	0.10575679	0.026745803	0.030557338	0.066870058	0.196130818	0.289736289	0.233416599	0.234403248	0.370433386
BCAS3	0	0.094400204	0.190997311	0.187470213	0.251615335	0.148041059	0.130843666	0.157802986	0.16450029	0.04747062	0.028363726	0.056248418	0.033091634	0	0.174273529	0.11942508	0.077690835	0.462520123
NACA2	0.168146104	0.581006651	1.33759604	0.45713331	1.667239711	0.976256528	0.765113821	0.166836722	0.81119066	0.5670022	0.225825083	0.162464751	0.034033836	0.387996868	0.067368213	0.342431637	0.455619862	0.232977212
MED13	0	0.412790465	0.678261338	0.275575474	0.327809304	0.312324214	0.081479735	0.228436404	0.311569814	0.082654095	0.267596975	0.021807085	0.061160411	0.449904598	0.174873509	0.050589924	0.056062002	0
METTL2A	0	0.670329658	0.589008122	1.064603632	1.131205767	0.882134131	0.149690299	0.510404425	1.010947089	0.212272936	0.102006145	0.224913522	0.090561206	0	0.056320448	0.613370964	0.343118582	0.596952924
TLK2	0	0.194405874	0.361456007	0.181828488	0.228213401	0.264271105	0	0.141941776	0.226290026	0.063106414	0.154651549	0.064520061	0.063032135	0.159282463	0	0.111160849	0	0.115595533
MRC2	0	0.091697104	0.040807521	0.046396939	0.358058023	1.728487061	0.244383532	0.525494546	0.657615309	0.026022155	0.075725242	0.027014242	0.010875667	0	0	0.009410149	0	0
TANC2	0	0.286696465	1.114401103	0.449268811	0.212863679	0.385381633	0	0.205245494	0.202017811	0.046787693	0.02814974	0	0.046148007	0.212302162	0.111575503	0.012534759	0.020650778	0.250686512
CYB561	0.456988958	0.862221733	1.616515372	0.85602172	0.736441246	0.81419655	0.672032078	0.381861816	0.789902585	0.084863378	0.035365147	0.022351356	0.061863806	0	0	0.056373524	0.067943883	0.222738528
DCAF7	0.741684519	1.330038887	1.590712121	1.676551426	1.864788415	1.37346235	0.592547642	0.80530334	1.270161035	0.604776241	0.380281102	0.649415604	0.353510179	0.985967613	0.580212295	0.948218278	0.957986203	1.887841648
TACO1	0	0.79056575	1.16852169	1.230341322	1.035972602	1.273697613	0.420543502	0.701062102	1.117140837	0.358408833	0.274231139	0.260901775	0.214671685	0.642941318	0.382047821	0.723336681	0.327437482	0.40007879
MAP3K3	0	0.164957885	0.209179198	0.170687127	0.139982418	0.188321927	0	0.136039328	0.162785934	0.258913796	0.037200378	0.406562872	0.182799602	0	0.120473195	0.084957434	0.10094753	0
LIMD2	0.683977545	1.098406539	0.532576559	0.375651259	0.958699642	1.078017185	0.388347956	0.386212111	1.267899374	2.040923227	1.033165047	1.814881621	0.580529141	3.579339008	1.640209756	2.776475473	4.902811902	2.006672045
CCDC47	0.828699038	1.261939425	2.397111771	2.178708517	2.121804934	2.66313531	0.863196192	1.9498018	2.531153942	0.924613458	0.519944128	0.801983495	0.531635449	0.822278797	0.313754397	1.436948163	0.473147259	1.593226388
DDX42	0	0.977404012	1.502810953	0.610648971	1.015382989	0.83640393	0.125558533	0.540121635	0.901684367	0.301688282	0.352690093	0.112951511	0.156133894	0.182198014	0.280407637	0.298032253	0.345606099	0.85182841
FTSJ3	0	0.589231764	0.750167293	0.733055062	0.73616062	0.748293608	0.469296402	0.403325864	0.855530686	0.223059206	0.129337097	0.184008959	0.095385095	0.16772575	0.306203138	0.280091217	0.28099646	0.14108557
PSMC5	1.404182934	3.101603585	3.676777414	3.861784131	3.436862936	4.484951825	3.391424582	3.52408816	4.319460605	2.564914773	2.013707036	2.183699786	1.212554765	1.681229381	2.055635827	2.808524304	2.379794726	3.255349805
SMARCD2	0.376228997	0.840497761	1.145741053	0.617539425	0.442903439	0.508344075	0	0.24451373	0.412464314	0.24864012	0.204300977	0.214372775	0.163359646	0	0.199467414	0.207505408	0.234008576	0.215469916
CD79B	0	0.150592841	0.022698793	0.017023623	0.324600247	0.06555194	0	0.01742277	0.076802509	0.171683025	0.054971632	0.239323327	0.026046125	0.328674323	0.256600924	4.586673561	0.822660828	0
ICAM2	0	0.221233192	0.272343093	0.198501359	0.365380868	0.157834846	0.096541152	0.044929938	0.223840773	0.951337422	0.707799372	0.840241047	0.44001502	1.19972403	0.336167516	3.482323796	0.688516835	2.116900841
ERN1	0	0.243107195	0.146030435	0.155660037	0.208948564	0.377833373	0.110719024	0.291636472	0.32063988	0.104286277	0.161923059	0.090367067	0.045469137	0.384914941	0.256047422	1.056880513	0.273913545	0.529902623
SNORA76	0	0.683549387	0.926181581	0.284413865	0.596154858	0.325501896	0.097114847	0.077048174	0.863539628	0.814525689	0.261421585	0.069400853	0.031504969	0	0.173880494	0.29627253	0.363169471	0.350293459
MILR1	0	0.030650222	0.090938311	0.094486916	0.032177663	0.195858155	0.406840162	0.182963519	0.268667818	0.855420368	0.549113691	0.806885315	0.51697915	1.76608848	0	0.015897747	0.022514631	0
POLG2	0	0.253053564	0.16886236	0.574566899	0.602997805	0.372218376	0	0.16363113	0.287944521	0.050749152	0	0.027568226	0.026488194	0	0.287017866	0.287591353	0.061711553	0.115595533
DDX5	1.403231192	3.438301146	4.235602725	4.017838099	4.044855233	4.339248697	2.420395669	3.943449163	4.381586036	3.499750817	3.027891985	1.76569717	1.793151295	3.940548188	4.108430191	4.037829885	2.771914	3.804541762
CEP95	0	0.241840841	0.465916098	0.35122527	0.679998708	0.450156974	0	0.216845277	0.229681434	0.10322774	0.025931239	0.057891028	0.042175095	0	0.120861159	0.116239767	0.120468841	0.348734343
SMURF2	0	0.246570889	0.327809023	0.368600338	0.202278095	0.389921826	0.122062128	0.344877654	0.373328997	0.078669839	0.12052855	0.083744383	0.049764483	0.212302162	0.070578283	0.041813155	0.113581149	0
GNA13	0	0.196645604	0.625650078	0.167574068	0.38205452	0.364943439	0	0.196399767	0.335250909	0.199793914	0.395005244	0.05697439	0.132872966	0.510688029	0.175887431	0.144886351	0.060277348	0.379309026
RP11-160O5.1	0.275253042	0.122571081	0.408701214	1.374125429	0.442029951	0.400249227	0.065332463	0.339537642	0.403444768	0.042555181	0.03777742	0.037890745	0.077354636	0	0.062152858	0.173705144	0.054541492	0
PRKCA	0	0.103937221	0.125456845	0.020663185	0.13854356	0.191771372	0	0.20321127	0.275750957	0.131765849	0.160279877	0.158067577	0.013012593	0.378983512	0	0	0.11607669	0
HELZ	0	0.371757089	0.575629079	0.611164955	0.538529964	0.269947177	0	0.410350148	0.433907316	0.348556491	0.211751254	0.218582666	0.188226264	0.191257793	0.11068398	0.281646107	0.26056086	0.906950873
PSMD12	0.591084908	1.51801211	1.99689101	2.717160425	2.754845066	2.193107143	1.001754931	1.579055188	2.39539011	0.965668971	0.739509342	0.63917258	0.378276289	0.233018694	0.891837167	2.144103254	0.844566833	1.945266723
PITPNC1	0	0.138291381	0.063930612	0.135098591	0.253647567	0.211451237	0.093682523	0.108957661	0.173957074	0.231224253	0.111021472	0.062426004	0.071539528	0.216175857	0.375687818	0.33334721	0.674690844	0.256001746
NOL11	0	0.668067793	0.982131739	1.135657062	1.51363914	1.283295826	0.584124279	0.83378543	1.239566596	0.361713975	0.202569756	0.136204533	0.091079763	0.332848678	0.305109811	0.665335684	0.398528549	1.380128253
BPTF	0	0.89823127	1.644149559	0.661084449	0.810190323	0.525199172	0.05544103	0.507627408	0.74066737	0.208032914	0.166160252	0.142629784	0.107353483	0.697529865	0.294201182	0.500227705	0.411280898	0.434622634
C17orf58	0.215051343	0.750075337	1.043097701	1.218901703	0.469424039	0.774454426	0.225826489	0.47931431	0.519346816	0.283145658	0.362202852	0.427801581	0.208873391	0.148594466	0.4939387	0.26530089	0.212414387	0.180131844
KPNA2	0.63284315	1.605407905	2.222587528	2.411030502	2.172486703	2.404858073	1.761653597	0.959748868	1.977100005	0.606203755	0.423490012	1.157161134	0.253610955	0.433206711	0.411069758	1.921480598	1.286001328	3.205524977
AMZ2	0.317227509	1.093470118	1.844179201	3.362169167	2.141091333	2.836117237	2.090833271	2.18936883	2.516670045	0.793819628	0.559599718	0.836684204	0.454198108	0.846834054	0.725528302	1.310044055	0.96467763	0.700391492
ARSG	0	0.127384138	0.262814508	0.088315606	0.081953973	0.11215026	0	0.075566528	0.101706449	0.085488582	0.033160166	0.082868202	0.072687748	0	0.352375056	0.227758975	0.097991317	0
SLC16A6	0	0.021666456	0.037897685	0.047928477	0.004819384	0.020498481	0.097114847	0.003802641	0.013832405	0.060408189	0.067733471	0.104037239	0.091950003	0	0.061388695	0.087635786	0	0
WIPI1	0	0.496516381	0.968129316	1.119046013	1.01358849	1.859673786	0.365813992	1.285638514	1.617270137	0.543533396	0.301901065	0.629462479	0.645230567	0.16772575	0.062720448	1.609825052	0.174047846	0.423172561
PRKAR1A	1.031806275	1.725808912	2.532683976	2.340463441	3.504926394	3.364431266	2.179598212	2.749786871	3.365089989	1.736469786	1.261939849	1.097602672	0.951818754	1.998066763	1.203737925	1.34831357	1.472517464	1.493048915
FAM20A	0	0.487573929	1.015981781	0.291556096	0.681444721	2.007802116	0.387067239	2.354098398	2.08036973	1.292435611	1.02894505	1.025626397	1.105675702	0.336005875	0.464602855	0.062918465	0.026058639	0.121172671
AC079210.1	0	0.017145711	0.129736411	0	0.091464538	0.086890027	0	0.129762704	0.034347553	0.069454007	0.163796765	0.107654487	0.063827981	0	0	0.029721698	0.026771049	0
ABCA8	0	0	0.009598616	0	0.025594415	0.283698796	0.085937708	0.495687557	0.256130777	0.007538639	0	0	0.007063384	0	0	0	0	0
ABCA5	0	0.103800943	0.101665654	0.164576783	0.060360506	0.239891229	0	0.209757231	0.16409055	0.013913259	0	0.058583367	0.021228232	0	0	0.160244404	0.153749856	0.124145275
SOX9	0.25135125	0.723670738	0.680189114	1.163873054	1.07880608	0.818259208	0.085636721	0.240375956	0.248417956	0.007894747	0.029163274	0	0.005570771	0	0	0.024720254	0.046898645	0.216139801
SLC39A11	0.223362448	0.401129022	0.855589211	0.612598006	0.270911391	0.512918858	0.222313551	0.301010715	0.387770384	0.34754821	0.305797189	0.318773135	0.225226956	0	0.06378732	1.11810404	0.074776251	0.159933752
COG1	0	0.262318995	0.320912151	0.130794499	0.413565951	0.56455881	0.090264202	0.191922503	0.429171099	0.099041305	0.0379076	0.116362704	0.055014305	0.31905141	0.061388695	0.255726067	0.149763906	0
FAM104A	0.467063064	1.094766149	2.112481111	2.288010811	1.465150589	1.970386625	0.62054077	1.015160123	1.639127422	0.654806814	0.387730968	0.657994668	0.316218812	0.589665354	0.762530393	0.857093733	0.677310108	1.118580264
C17orf80	0	0.157034014	0.325203431	0.238490837	0.39804517	0.232944183	0	0.112308327	0.266068388	0.051922786	0.074782905	0.049662502	0.043503324	0	0.123203636	0.155380041	0.131663853	0.26487858
CDC42EP4	0	1.199196769	0.455735401	1.231861689	1.376125626	1.568382197	0.350946499	0.921385108	1.297224957	0.058841889	0.09856417	0.059080055	0.029623506	0	0.151235938	0	0.021714296	0.042073366
RPL38	5.801135803	6.229359439	7.363746582	5.911803974	5.124010704	4.944289286	4.948094895	4.733425969	5.179648855	4.251880773	4.743534003	5.0848991	3.521362645	6.046792458	6.613185431	5.284915928	5.576809348	5.318072162
TTYH2	0	0.013733127	0.009127262	0.02687283	0.057500268	0.144293163	0	0.066719747	0.072241781	0.058301089	0.063549227	0.03055324	0.022356355	0	0.54448931	0.010940954	0	0
GPRC5C	0	2.068296366	1.834423838	1.648337827	1.657693318	1.684870057	0.351079827	0.806719363	1.38760663	0.130942413	0.204373729	0.036825105	0.105743664	0.398355797	0.126765872	0.083749717	0	0.149216361
CD300A	0	0.215745045	0.228416853	0.080053962	0.072125316	0.08409137	0	0.090604478	0.587786696	1.958536615	1.039780909	1.713662549	0.935216208	2.387435891	0.185705565	0.397123681	1.871220229	0.294893333
CD300LB	0	0	0.015690569	0	0.012906648	0	0	0.001778136	0.027373319	0.146541352	0.036170137	0	0.031891025	0.159282463	0	0	0.02754097	0
CD300C	0	0	0.098525701	0	0.022210741	0.036557371	0.026159892	0.033923296	0.264396189	1.031708665	1.103827757	0.740970731	0.479526008	0.646183668	0	0.020574368	0.387052898	0.131647296
CD300E	0	0	0.105768299	0.055637329	0.013914402	0	0	0.01621414	0.061388825	0.584018473	0.984260674	0.401163496	0.05407211	0	0	0	0	0
RAB37	0	0.072405872	0.021936885	0	0.04051377	0.01513257	0	0.011394698	0.035109908	0.017422879	0	0.053993759	0.005386931	0	0	0.089887589	0.616833585	0.3336036
CD300LF	0	0.018702462	0	0	0	0	0.102838556	0.016454206	0.045662536	0.277510519	0.318688703	0.372737473	0.129365346	0.596062457	0.12628914	0	0.036694492	0.121172671
SLC9A3R1	0	1.277764431	2.967187963	1.83133824	2.367968146	2.960419556	2.88721929	2.912372297	3.887041555	0.567883805	0.537131704	0.864201274	0.444390145	0.196130818	0.187799351	1.508742893	1.721099682	0.621284626
NAT9	0	0.822597271	0.768957593	1.079709057	1.196838391	0.96449377	0.37461265	0.533775334	0.742562076	0.311872181	0.238381437	0.186898992	0.088847106	0.693889202	0.197995995	0.628886234	0.216361758	0.215797008
TMEM104	0	0.216878816	0.439372773	0.267504941	0.184523306	0.208421919	0	0.12830625	0.189675131	0.134424871	0.037054136	0.219243633	0.083067732	0	0	0.127117829	0.054926857	0
FDXR	0	0.055231806	0.648235074	1.103217567	0.535819706	1.811716387	0.558415088	2.320904987	1.326957588	0.165106738	0.06859636	0.338410629	0.238916582	0.176723413	0.485856155	0.13309028	0.193531492	0.388335946
HID1	0.232956899	0.460888708	1.245366506	0.385282725	0.243268858	0.138163922	0	0.014625859	0.007333199	0.002719656	0.130358981	0	0.001586326	0	0.065052825	0.661174127	0	0
CDR2L	0.290650589	1.121687691	2.093347716	0.659846723	0.397509277	0.509642498	0	0.064990047	0.055530497	0.004724751	0.036147513	0.025559111	0.010140315	0	0	0.034658141	0	0
ICT1	0.25135125	1.37423449	1.79773126	2.231736512	1.230145783	1.407588675	0.997851476	1.062672767	1.562073015	0.730549924	0.433435766	0.878998282	0.465023196	0.23821825	0.407993839	1.782346099	0.80196967	1.685368844
KCTD2	0	0.267214047	0.273304605	0.065437641	0.123348513	0.29896569	0	0.189757124	0.381581249	0.126474388	0.034166924	0.143931027	0.079613591	0.169904633	0	0.031099937	0.021137364	0
ATP5H	3.428571403	4.47899048	5.23395551	4.772669498	3.35555727	4.429036068	4.731234343	4.540119691	4.886606813	3.852881933	4.058985804	4.511092802	3.2766172	3.932601173	3.31941171	3.875962042	3.017397975	4.201048772
SLC16A5	0	0.306510229	0.683116859	0.238777164	0.314702509	0.405370144	0	0.239167362	0.25857628	0.056789445	0.117065015	0.111178192	0.023663719	0	0.060732671	0.014269353	0.018857241	0
ARMC7	0	0.44132434	0.529969793	0.497650577	0.374213323	0.317468746	0.102838556	0.175073932	0.327202444	0.147649569	0.133822684	0.174332312	0.09876488	0	0.200793842	0.283141494	0.228682272	0
NT5C	1.477486199	2.24990498	2.571046206	1.243549535	1.567405087	2.959384504	3.209345212	2.463607373	3.237294211	1.362194136	0.908804694	1.451818978	0.588502911	1.461885919	1.582886636	1.314240759	2.123417097	2.793653358
HN1	3.694243238	5.411863098	5.625138487	5.57794823	2.814664894	4.114711994	3.298961745	2.314805442	3.637246589	2.32261107	1.877158883	3.634660271	1.665874935	4.206180351	2.493325841	3.417425056	2.554045376	3.439115726
SUMO2	3.610831096	4.276981142	5.512499077	5.493894571	4.28591411	4.597562336	3.920885424	3.88211026	4.946870195	3.060874701	2.345479123	2.869270658	1.762683913	2.726041349	2.711438599	2.740885219	3.27777197	3.383792505
NUP85	0.215051343	0.57947011	0.369857149	0.931571978	0.814345852	0.930941057	0.564245946	0.420946446	0.719064383	0.294997938	0.140092884	0.441961991	0.147946031	0.167090997	0.108035622	0.295222035	0.329327819	0.632064034
GGA3	0	0.343771838	0.875398677	0.301985163	0.279192974	0.221786229	0.118916131	0.133973601	0.25755723	0.193639709	0.034056252	0.177842254	0.104012508	0.196130818	0.203414195	0.149252951	0.132455178	0.151996305
MRPS7	1.914252492	3.219465194	4.251596853	3.833121742	3.08175451	3.615261483	2.740957263	3.247596241	4.118119647	2.213165972	1.21552642	2.15271061	1.473796179	2.817224617	1.539625189	3.619457733	1.930635232	3.557476873
MIF4GD	0.460094613	0.914374829	1.006440495	1.739186011	1.078846826	0.572549958	0.267206081	0.403991199	0.784082832	0.708164077	0.429405903	0.814242982	0.372390968	2.474491363	0.728501055	1.1539133	1.448424854	1.776204267
SLC25A19	0.276325769	0.648827201	0.800725772	1.092187138	0.616234003	0.4440161	0.24834937	0.276750161	0.696113167	1.679086385	0.97715644	1.090453671	1.141773972	0.373086004	1.15994291	1.128546777	0.150993355	0.487720442
GRB2	0.168146104	1.299953899	2.070119727	2.001462899	1.965266116	2.013812627	0.680802934	1.408180636	2.525256514	3.895746708	3.566176559	3.979474975	3.763170703	1.472691813	1.364538104	3.202885853	1.002085151	0.962507713
KIAA0195	0	0.319273381	0.337440493	0	0.238575169	0.436749875	0.070947058	0.100269914	0.22572482	0.120775584	0.198839824	0.065396977	0.099696208	0.159282463	0	0.151170908	0.123569909	0.144671578
TSEN54	0.279293173	0.990674685	1.160448392	1.311103428	1.002105571	0.875982092	0.097707255	0.411965362	0.958290435	0.28298757	0.106104464	0.054570108	0.068451742	0.405419679	0.26483102	0.372939791	0.937262397	0.794935369
LLGL2	0	1.625463995	1.876662186	0.641946666	0.481032119	0.15050804	0	0.102287674	0.277514203	0.063761558	0.037476758	0	0.01710359	0	0	0.22345593	0.171472024	0
MYO15B	0	0.184017819	0.068172217	0.021335989	0.074754486	0.033281498	0	0.058126943	0.087827989	0.135343203	0.029113507	0.141821115	0.091023903	0.202716927	0	0.009790289	0.078366536	0.05809799
RECQL5	0	0.253309674	0.398373411	0.210983489	0.229593913	0.140952921	0.092675212	0.098397963	0.14353058	0.074014149	0.032265731	0.170768002	0.052685604	0	0.127165367	0.090583582	0.088989004	0.188295444
SMIM5	0	0.319057804	1.376802868	0.299860137	0.298276122	0.121739554	0	0.096812431	0.242577085	0.050528129	0.066926279	0	0.001572759	0.781474356	0	0.033819469	0.026687913	0.962510761
SAP30BP	0.831041044	1.445461699	1.88872642	2.291862604	2.401706655	2.46320176	1.455560515	1.615632381	2.256242091	0.978252179	1.058108079	0.696810502	0.491555702	1.589035119	0.84199149	1.585582165	0.976093254	1.147069935
ITGB4	0.216914481	2.49068995	1.434739076	0.471021911	0.581528941	0.551558172	0	0.200691007	0.188390137	0.004838674	0.075127922	0	0.004319451	0	0.077221853	0.16892654	0	0
GALK1	0	0.795819988	1.417844713	0.894274583	0.825584572	1.69263354	0.591110381	1.340725471	1.704980389	0.806048475	0.425127212	0.803999956	0.276649777	1.107061085	0.249563041	1.386738393	0.445101422	0.750504636
H3F3B	3.628712655	6.536725297	8.120783516	8.16642878	8.063296304	7.690011538	5.71056404	7.739940247	7.587972282	7.686283805	8.238951517	7.121412877	6.75327857	8.261869862	7.57231685	6.957549292	7.77652445	5.71267812
UNK	0.276325769	0.248347242	1.327223324	1.178060784	0.503118851	0.335750541	0.201510544	0.306313092	0.485893289	0.237214994	0.161663816	0.261240287	0.144274242	0.159282463	0.278792068	0.607211716	0.321723525	0.394588109
UNC13D	0.282693303	0.45318487	0.86236525	0.089808459	0.175258472	0.047285756	0	0.016751163	0.12346638	0.28544635	0.254243287	0.133666427	0.121898607	0.382433472	0	0.467799173	0.666026374	0.402811547
WBP2	0.544670042	1.661412987	1.986527894	2.157413273	2.033452379	2.427662989	1.076540462	1.382245442	1.566987777	1.156632689	0.609390928	0.853724084	0.847773923	1.822691703	0.961460304	0.953957831	0.846291992	1.7248765
TRIM47	0	1.407504978	0.482392555	0.712274522	1.547819359	1.680425755	0.372542013	0.804965265	1.512454538	0.253068098	0.244884238	0.19030573	0.233758161	0	0.123122338	0.266789977	0.296032161	0.121172671
TRIM65	0	0.314347865	0.246503404	0.102521765	0.250968319	0.357527568	0	0.096945231	0.248921858	0.146076821	0.038325883	0.145670712	0.077820021	0	0.076779507	0.089596645	0.088655515	0.278282865
MRPL38	0	0.124718372	0.695019194	0.240480559	0.909020052	0.760042081	0.096541152	0.046513231	1.114915198	0.466248979	0.127463123	0.048434347	0.014515114	0.188480665	0	0.199136328	0.266455734	0.352652686
ACOX1	0	0.364235311	1.009385191	0.722370461	0.617028519	0.593756184	0.052104862	0.340709616	0.626100285	0.317923222	0.134833826	0.308022279	0.139940511	0	0.308177696	0.345473815	0.076492789	0.144671578
TEN1	0.216469018	1.843646967	2.886502491	1.24768775	1.435404871	2.103145783	1.069089569	1.267458989	1.638452051	0.652021866	0.823009177	0.892784304	0.529134988	1.200241148	1.306366036	0.952919744	0.791206497	0.524432235
SRP68	0	0.700972442	1.140857962	1.392396297	1.629775755	1.621336086	0.649599278	1.065768023	1.942879986	0.561357947	0.208731768	0.201346115	0.182552458	0.159282463	0.515802041	2.079995441	0.631563074	1.242848887
EXOC7	0.215051343	1.117003042	1.518218536	1.142040285	1.070571228	1.613634843	0.838462467	0.977462782	1.464496143	0.64639511	0.486049626	0.271265599	0.398014607	0.361162426	0.298684564	0.451945518	0.564988293	1.189207525
FOXJ1	0	0.061652226	0.387673512	1.440493593	0.363640966	0	0	0.00333649	0	0.003541302	0	0	0.001317021	0	0	0.02958352	0.012880714	0.183712242
UBALD2	0.875989474	2.032073846	2.191366976	1.108828421	0.800213822	0.45176986	0.409158147	0.236295145	0.296109248	0.483214256	0.414213036	0.706395845	0.40950938	0.56457803	0.099496252	1.250940318	0.741776354	1.014774855
PRPSAP1	0.475358877	1.002913802	1.527825833	1.729035544	1.347692328	1.422813739	0.758969193	0.935013334	1.176741729	0.350071233	0.176934637	0.466017677	0.189644597	0	0.112604923	0.618654984	0.774840529	1.243355932
SPHK1	0.216469018	0.312386148	0.661822877	0.630835049	0.279245196	1.766205682	0.737125549	1.108346585	0.919719566	0.348444304	0.275152824	0.174522108	0.103097401	0	0.065556469	0.02734654	0.040819318	0.680641598
UBE2O	0	0.296560119	0.171604842	0.085249253	0.178652445	0.109550487	0	0.079774847	0.158523488	0.055588403	0.065049531	0	0.039167897	0	0	0.192066886	0.118331539	0
RHBDF2	0.290650589	0.698990118	0.573048667	0.138255874	0.367026891	0.665850311	0.186895252	0.35457242	0.571536415	0.370131394	0.403941012	0.4749739	0.251646785	0	0.423249705	0.497520625	0.249924302	0
ST6GALNAC2	0	0.530593347	1.32457577	0.530495088	0.545522433	0.401896869	0	0.02761147	0.010196432	0.015091429	0.070784511	0.053874736	0.032617519	0	0	0.020309596	0.064818178	0.142390328
ST6GALNAC1	0.699460004	1.623839208	2.23253571	0.357360249	0.154587452	0	0	0.006574831	0.017765605	0.00762571	0.036054725	0	0	0	0	0.023664233	0.026978684	0.498585725
JMJD6	0.401185987	0.462693513	0.470095965	1.115214253	1.366456017	1.104402318	0.703681321	0.664051918	1.063030026	0.613620369	0.380336142	0.546764514	0.241317513	0.451415981	0.327992412	0.985244781	0.45123813	0.177508355
METTL23	0.215051343	1.384022716	2.008043011	2.363656534	1.027055231	1.895465618	0.774171298	1.227527678	1.270130185	0.676304583	0.540668639	0.808880093	0.46089908	0.596509538	1.309999311	1.987474019	1.269593059	1.442623986
SRSF2	1.884676536	3.962384088	3.782070889	3.68181459	3.900490343	3.904484612	1.682127295	2.794701325	3.813288237	1.886167371	2.328515141	2.175187978	0.750982386	2.529059213	3.047839618	4.709955995	3.438532953	4.73719255
MFSD11	0	0.766877631	1.131206768	1.156654784	0.995043457	1.241344874	0.414845933	0.729915481	0.963963728	0.459643642	0.4097485	0.336644409	0.240441049	0.583174349	0.455693964	0.901973175	0.237910541	0.679110787
SEC14L1	0.290650589	1.08546347	1.031184431	0.643658475	0.59917669	0.686521929	0.292537911	0.63174635	0.962720269	0.723930394	0.618138643	0.594606629	0.519493235	0.549464652	0.540890082	2.423040955	0.081472891	0.371388103
9-Sep	0.738089866	2.187270236	1.861847203	1.271483623	1.445113937	2.200652529	1.081153952	0.539230067	1.010791453	0.892806208	0.902500462	1.089050691	0.687873815	1.40977897	0.596159559	0.907229508	1.991459346	0.157341806
TNRC6C	0	0.164396574	0.371465007	0.03826052	0.2385274	0.152429855	0	0.075529076	0.118987979	0.04338215	0	0.03055324	0.022439632	0	0	0.104673169	0.228615057	0.141209259
TMC6	0.260307534	0.960244399	1.929597717	0.596573757	0.501445603	0.151334379	0	0.098965632	0.355517879	0.694409382	0.43960416	0.392772233	0.477613622	0.731992799	0.485052812	1.100803529	1.137697567	0.790225177
TMC8	0	0.128711966	0.190932598	0.075801153	0.186384879	0.017490068	0	0.019511964	0.100791036	0.339914083	0.129399904	0.233863257	0.112719292	0.167090997	0.855587995	0.202305762	0.92249645	0.80863279
SYNGR2	0.983814854	3.303515886	4.178331456	3.33200172	2.702865299	2.172539495	0.861050335	1.062262335	2.010115196	2.632987722	2.007957831	2.164587558	2.123281415	4.312848544	5.471308429	2.081095728	1.217130613	2.212823246
TK1	1.202528306	1.22692069	1.241640179	2.526359203	0.624162322	1.5040069	0.815358425	0.256852865	1.026933508	0.153491662	0.138974208	1.631012215	0.108307027	0.201283899	0.06305315	1.69728694	1.801986382	3.448306203
AFMID	0	0.299786698	0.501267254	0.464098365	0.415180707	0.150782761	0.078082382	0.161784018	0.174592382	0.157577294	0.111249773	0.052009169	0.100492977	0.405511519	0	0.25315092	0.099214878	1.010705357
BIRC5	0.54300509	1.003350385	1.062673889	1.95081626	0.651912927	1.483079215	1.073302682	0.557664953	1.392430832	0.100332893	0.073505949	1.642555444	0.023036757	0	0	1.718125258	1.442813959	3.153441329
SOCS3	0.279293173	1.373436461	1.423141509	1.502111094	2.830618543	2.182082691	1.009310559	3.07689661	3.048599341	1.330283781	1.049875988	1.787648474	1.543647213	1.987748052	1.725618704	2.328652508	0.126740063	0.131647296
RP11-806H10.4	0	0.320200207	0.39098004	0.238786358	0.432645205	0.02392099	0	0.073363682	0.255409106	0.01197514	0	0	0.004063982	0	0.063482343	0.149391543	0	0
PGS1	0	0.846669666	1.424024545	0.982614539	1.081669705	0.762803241	0.433745935	0.43523385	0.825492258	0.440096211	0.238695946	0.177916357	0.161213124	0.815490767	0.509499857	0.399298195	0.347359526	0.52921775
CYTH1	0	0.60840261	0.710433261	0.620862006	0.562716297	0.772691018	0.190649038	0.333319002	0.401206693	1.099363831	0.912925493	0.974373907	0.907963444	0.726617309	1.819411319	0.414063959	0.568425194	0.453079461
USP36	0	0.338565073	0.663216131	0.27694178	0.507221782	0.396228401	0	0.191956167	0.281309758	0.196782727	0.139112476	0.106714331	0.164810303	0	0.174834049	0.168173784	0.165612861	0.107142995
TIMP2	0.290650589	0.77549193	2.212427837	0.473422355	0.673018739	2.23061289	0.090264202	1.764328799	1.979701976	0.946266179	0.776639288	1.291255689	1.0929466	0.200235458	0	0.043831646	0.030410717	0
LGALS3BP	2.437962543	3.880052612	3.8377739	3.671850531	4.024344409	6.357416207	3.240003736	5.825069292	5.92821594	0.842900406	1.103238096	0.872599399	0.476774823	1.5070203	0.065556469	0.276935997	0.489272775	1.25538583
CANT1	0.260307534	0.759339303	1.337954607	0.818710938	0.956335431	1.042481098	0.288504625	0.734226973	0.986940254	0.373111348	0.19932049	0.544541436	0.220947007	0.357714145	0.435737273	0.254224735	0.37581218	1.020789624
